1,1491001,1500000,0.0
1,1708001,1713000,4.2
1,1719001,1736000,1.1
1,1738001,1746000,3.5
1,2309001,2314000,0.0
1,2380001,2385000,0.0
1,2562001,2568000,0.0
1,2571001,2577000,0.0
1,2674001,2679000,0.0
1,2851001,2856000,0.0
1,5279001,5284000,6.7
1,5602001,5607000,0.0
1,5943001,5949000,0.0
1,6296001,6301000,3.4
1,6310001,6316000,0.0
1,6992001,6997000,0.0
1,9211001,9217000,5.6
1,9348001,9363000,1.6
1,9819001,9824000,1.7
1,15114001,15119000,0.0
1,15153001,15160000,1.4
1,15676001,15682000,0.0
1,18492001,18500000,0.0
1,18506001,18511000,0.0
1,19234001,19240000,4.8
1,20168001,20179000,0.0
1,20221001,20228000,0.0
1,20366001,20374000,0.0
1,20491001,20499000,0.0
1,20517001,20526000,0.0
1,20593001,20599000,0.0
1,20763001,20769000,0.0
1,21436001,21442000,0.0
1,21884001,21889000,0.0
1,21894001,21899000,1.2
1,21938001,21945000,0.0
1,21977001,21986000,5.7
1,23392001,23399000,0.0
1,24201001,24207000,0.0
1,24214001,24219000,0.0
1,24288001,24293000,0.0
1,24319001,24324000,0.0
1,24714001,24721000,0.0
1,24728001,24733000,0.0
1,24792001,24797000,0.0
1,24855001,24860000,0.0
1,25897001,25902000,0.0
1,25947001,25952000,0.0
1,26172001,26180000,0.0
1,26191001,26196000,0.0
1,26223001,26228000,0.0
1,26357001,26363000,0.0
1,26483001,26488000,0.0
1,26589001,26594000,0.0
1,26982001,26987000,0.0
1,27000001,27006000,0.0
1,27012001,27017000,0.0
1,27186001,27193000,1.5
1,28236001,28241000,0.0
1,28922001,28927000,0.0
1,29423001,29428000,0.0
1,30202001,30207000,0.0
1,32591001,32601000,0.0
1,32675001,32684000,0.0
1,33224001,33231000,4.7
1,33319001,33325000,2.9
1,33774001,33779000,5.3
1,33855001,33864000,0.0
1,34477001,34482000,0.0
1,34825001,34833000,0.0
1,34868001,34873000,0.0
1,34876001,34882000,0.0
1,35178001,35183000,0.0
1,35187001,35195000,3.4
1,35758001,35763000,0.0
1,35804001,35810000,2.9
1,35875001,35880000,2.1
1,35892001,35899000,7.9
1,36380001,36386000,0.0
1,36866001,36881000,0.0
1,36948001,36953000,0.0
1,37133001,37139000,1.0
